id,ticket,adult,arrival,date,datetime,day,departure,hour,infant,month,type_train,weekday
6,8,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1130,12180,8,eks,0
6,9,100000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1130,12180,8,eko,0
6,10,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1235,12300,8,eks,0
6,11,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1405,12900,8,eks,0
6,12,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1530,11340,8,eks,0
6,13,80000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1530,11340,8,eko,0
6,14,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1702,11820,8,eks,0
6,15,100000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1800,11640,8,eko,0
6,16,250000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1845,11340,8,eks,0
6,17,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1845,11340,8,eks,0
6,18,80000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,1845,11340,8,eko,0
6,19,250000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,2000,11640,8,eks,0
6,20,135000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,2000,11640,8,eks,0
6,21,80000,BD,13,2018-08-13 22:15:02.134755,Monday,GMR,2000,11640,8,eko,0
7,0,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,0505,12840,8,eks,1
7,1,80000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,0505,12840,8,eko,1
7,2,120000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,0615,13140,8,eks,1
7,3,90000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,0750,11820,8,eko,1
7,4,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,0845,11760,8,eks,1
7,5,80000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,0845,11760,8,eko,1
7,6,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1030,11340,8,eks,1
7,7,80000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1030,11340,8,eko,1
7,8,135000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1130,12180,8,eks,1
7,9,100000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1130,12180,8,eko,1
7,10,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1235,12300,8,eks,1
7,11,120000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1405,12900,8,eks,1
7,12,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1530,11340,8,eks,1
7,13,80000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1530,11340,8,eko,1
7,14,120000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1702,11820,8,eks,1
7,15,90000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1800,11640,8,eko,1
7,16,250000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1845,11340,8,eks,1
7,17,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1845,11340,8,eks,1
7,18,80000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,1845,11340,8,eko,1
7,19,250000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,2000,11640,8,eks,1
7,20,125000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,2000,11640,8,eks,1
7,21,80000,BD,14,2018-08-14 22:15:02.134755,Tuesday,GMR,2000,11640,8,eko,1
8,0,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,0505,12840,8,eks,2
8,1,80000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,0505,12840,8,eko,2
8,2,120000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,0615,13140,8,eks,2
8,3,90000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,0750,11820,8,eko,2
8,4,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,0845,11760,8,eks,2
8,5,80000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,0845,11760,8,eko,2
8,6,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1030,11340,8,eks,2
8,7,80000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1030,11340,8,eko,2
8,8,135000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1130,12180,8,eks,2
8,9,100000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1130,12180,8,eko,2
8,10,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1235,12300,8,eks,2
8,11,120000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1405,12900,8,eks,2
8,12,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1530,11340,8,eks,2
8,13,80000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1530,11340,8,eko,2
8,14,120000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1702,11820,8,eks,2
8,15,90000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1800,11640,8,eko,2
8,16,250000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1845,11340,8,eks,2
8,17,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1845,11340,8,eks,2
8,18,80000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,1845,11340,8,eko,2
8,19,250000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,2000,11640,8,eks,2
8,20,125000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,2000,11640,8,eks,2
8,21,80000,BD,15,2018-08-15 22:15:02.134755,Wednesday,GMR,2000,11640,8,eko,2
9,0,125000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,0505,12840,8,eks,3
9,1,80000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,0505,12840,8,eko,3
9,2,120000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,0615,13140,8,eks,3
9,3,135000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,0715,11400,8,eks,3
9,4,90000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,0750,11820,8,eko,3
9,5,125000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,1030,11340,8,eks,3
9,6,135000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,1130,12180,8,eks,3
9,7,100000,BD,16,2018-08-16 22:15:02.134755,Thursday,GMR,1130,12180,8,eko,3
10,0,135000,BD,17,2018-08-17 22:15:02.134755,Friday,GMR,2320,11280,8,eks,4
10,1,90000,BD,17,2018-08-17 22:15:02.134755,Friday,GMR,2320,11280,8,eko,4
11,0,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,0505,12840,8,eks,5
11,1,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,0615,13140,8,eks,5
11,2,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,0715,11400,8,eks,5
11,3,100000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,0750,11820,8,eko,5
11,4,80000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1030,11340,8,eko,5
11,5,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1130,12180,8,eks,5
11,6,100000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1130,12180,8,eko,5
11,7,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1235,12300,8,eks,5
11,8,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1405,12900,8,eks,5
11,9,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1530,11340,8,eks,5
11,10,80000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1530,11340,8,eko,5
11,11,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1702,11820,8,eks,5
11,12,100000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1800,11640,8,eko,5
11,13,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1845,11340,8,eks,5
11,14,80000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1845,11340,8,eko,5
11,15,250000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,1845,11340,8,eks,5
11,16,135000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,2000,11640,8,eks,5
11,17,80000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,2000,11640,8,eko,5
11,18,250000,BD,18,2018-08-18 22:15:02.134755,Saturday,GMR,2000,11640,8,eks,5
12,0,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0505,12840,8,eks,6
12,1,80000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0505,12840,8,eko,6
12,2,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0615,13140,8,eks,6
12,3,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0715,11400,8,eks,6
12,4,100000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0750,11820,8,eko,6
12,5,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0845,11760,8,eks,6
12,6,80000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,0845,11760,8,eko,6
12,7,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1030,11340,8,eks,6
12,8,80000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1030,11340,8,eko,6
12,9,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1130,12180,8,eks,6
12,10,100000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1130,12180,8,eko,6
12,11,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1235,12300,8,eks,6
12,12,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1405,12900,8,eks,6
12,13,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1530,11340,8,eks,6
12,14,80000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1530,11340,8,eko,6
12,15,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1702,11820,8,eks,6
12,16,100000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1800,11640,8,eko,6
12,17,250000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1845,11340,8,eks,6
12,18,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1845,11340,8,eks,6
12,19,80000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,1845,11340,8,eko,6
12,20,250000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,2000,11640,8,eks,6
12,21,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,2000,11640,8,eks,6
12,22,80000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,2000,11640,8,eko,6
12,23,135000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,2320,11280,8,eks,6
12,24,90000,BD,19,2018-08-19 22:15:02.134755,Sunday,GMR,2320,11280,8,eko,6
13,0,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0505,12840,8,eks,0
13,1,80000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0505,12840,8,eko,0
13,2,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0615,13140,8,eks,0
13,3,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0715,11400,8,eks,0
13,4,100000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0750,11820,8,eko,0
13,5,250000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0845,11760,8,eks,0
13,6,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0845,11760,8,eks,0
13,7,80000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,0845,11760,8,eko,0
13,8,250000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1030,11340,8,eks,0
13,9,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1030,11340,8,eks,0
13,10,80000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1030,11340,8,eko,0
13,11,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1130,12180,8,eks,0
13,12,100000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1130,12180,8,eko,0
13,13,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1235,12300,8,eks,0
13,14,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1405,12900,8,eks,0
13,15,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1530,11340,8,eks,0
13,16,80000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1530,11340,8,eko,0
13,17,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1702,11820,8,eks,0
13,18,100000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1800,11640,8,eko,0
13,19,250000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1845,11340,8,eks,0
13,20,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1845,11340,8,eks,0
13,21,80000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,1845,11340,8,eko,0
13,22,250000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,2000,11640,8,eks,0
13,23,135000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,2000,11640,8,eks,0
13,24,80000,BD,20,2018-08-20 22:15:02.134755,Monday,GMR,2000,11640,8,eko,0
14,0,125000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0505,12840,8,eks,1
14,1,80000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0505,12840,8,eko,1
14,2,120000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0615,13140,8,eks,1
14,3,90000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0750,11820,8,eko,1
14,4,250000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0845,11760,8,eks,1
14,5,125000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0845,11760,8,eks,1
14,6,80000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,0845,11760,8,eko,1
14,7,125000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1030,11340,8,eks,1
14,8,80000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1030,11340,8,eko,1
14,9,135000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1130,12180,8,eks,1
14,10,100000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1130,12180,8,eko,1
14,11,125000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1235,12300,8,eks,1
14,12,120000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1405,12900,8,eks,1
14,13,80000,BD,21,2018-08-21 22:15:02.134755,Tuesday,GMR,1530,11340,8,eko,1
15,0,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0505,12840,8,eks,2
15,1,80000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0505,12840,8,eko,2
15,2,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0615,13140,8,eks,2
15,3,100000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0750,11820,8,eko,2
15,4,250000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0845,11760,8,eks,2
15,5,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0845,11760,8,eks,2
15,6,80000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,0845,11760,8,eko,2
15,7,250000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1030,11340,8,eks,2
15,8,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1030,11340,8,eks,2
15,9,80000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1030,11340,8,eko,2
15,10,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1130,12180,8,eks,2
15,11,100000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1130,12180,8,eko,2
15,12,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1235,12300,8,eks,2
15,13,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1405,12900,8,eks,2
15,14,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1530,11340,8,eks,2
15,15,80000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1530,11340,8,eko,2
15,16,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1702,11820,8,eks,2
15,17,100000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1800,11640,8,eko,2
15,18,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1845,11340,8,eks,2
15,19,80000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1845,11340,8,eko,2
15,20,250000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,1845,11340,8,eks,2
15,21,135000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,2000,11640,8,eks,2
15,22,80000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,2000,11640,8,eko,2
15,23,250000,BD,22,2018-08-22 22:15:02.134755,Wednesday,GMR,2000,11640,8,eks,2
16,0,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0505,12840,8,eks,3
16,1,80000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0505,12840,8,eko,3
16,2,120000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0615,13140,8,eks,3
16,3,135000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0715,11400,8,eks,3
16,4,90000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0750,11820,8,eko,3
16,5,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0845,11760,8,eks,3
16,6,80000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0845,11760,8,eko,3
16,7,250000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,0845,11760,8,eks,3
16,8,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1030,11340,8,eks,3
16,9,80000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1030,11340,8,eko,3
16,10,250000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1030,11340,8,eks,3
16,11,135000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1130,12180,8,eks,3
16,12,100000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1130,12180,8,eko,3
16,13,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1235,12300,8,eks,3
16,14,120000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1405,12900,8,eks,3
16,15,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1530,11340,8,eks,3
16,16,80000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1530,11340,8,eko,3
16,17,120000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1702,11820,8,eks,3
16,18,90000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1800,11640,8,eko,3
16,19,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1845,11340,8,eks,3
16,20,80000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1845,11340,8,eko,3
16,21,250000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,1845,11340,8,eks,3
16,22,125000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,2000,11640,8,eks,3
16,23,80000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,2000,11640,8,eko,3
16,24,250000,BD,23,2018-08-23 22:15:02.134755,Thursday,GMR,2000,11640,8,eks,3
17,0,135000,BD,24,2018-08-24 22:15:02.134755,Friday,GMR,0505,12840,8,eks,4
17,1,80000,BD,24,2018-08-24 22:15:02.134755,Friday,GMR,0505,12840,8,eko,4
